                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                    1018                                     1030                  1.0000000000000000E+000                  1.7559999999999999E-002                  4.4045880533501444E+009                  5.3606888410151348E+007                  5.7717926130746437E+003                  9.8689283458663368E-001                  9.9488388962015273E-001                 -1.5151784337530181E+000                  3.8047820892575412E-001                  1.0188615782202210E-005                  6.0149639840358893E-001                  1.8233181216777640E-005                  4.8080570075474316E-003                  8.0796336991651486E-003                  1.7331250984511297E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.7995445088753304E-001                  7.8918228290422699E-004                  3.0157086770141328E-001                  2.2871369472448650E-003                  1.8218830846262657E-003                  8.4671988778846890E-003                  1.7331250985989301E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990651489E-001                  9.9469541979935483E-001                  9.9999999983380361E-001                  9.9458032332035640E-001                  9.9355558495743953E+003                  2.3907664073533434E+007                  1.0132812448869955E+010                  9.8706230201812750E-001                  9.8706230201812739E-001                  4.2329684877776308E-044                  2.3383608824583711E-002                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59 
                                    mass                                        q                                   radius                                   logRho                              temperature                               luminosity                                 pressure                                     pgas                                     grav                                 eps_grav                       net_nuclear_energy                     eps_nuc_plus_nuc_neu                                 velocity                                   csound                                      eta                                       mu                                    gradT                                    grada                                    gradr                              mixing_type                          mlt_mixing_type                        mlt_mixing_length                                    gradL                                log_D_mix                    pressure_scale_height                                       cv                                       cp                                   gamma1                                   chiRho                                     chiT                                  opacity                                       h1                                       h2                                      he3                                      he4                                      li7                                      be7                                       b8                                      c12                                      n14                                      o16                                     ne20                                     mg24                                        z                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                 brunt_N2                                  brunt_A                                 lamb_Sl1                                  brunt_B                             log_conv_vel                   brunt_N_div_r_integral                          acoustic_radius                                   logtau                               frac_type2 
                 1.0000000000000000E+000                  1.0000000000000000E+000                  9.9488388962015273E-001                 -6.7577316554070004E+000                  5.7775127585411628E+003                  9.8689283458663368E-001                  6.5375421202909733E+004                  6.5372611273677467E+004                  2.7691377288466192E+004                 -6.3128498329176934E-007                  0.0000000000000000E+000                  1.6126009612471929E-034                  0.0000000000000000E+000                  7.8331248775917676E+005                 -1.9999184743053807E+001                  1.2803044734089541E+000                  1.4159290384937664E-001                  3.8856780044436490E-001                  1.4159290384937664E-001                                        0                                        0                  2.6565807140102908E+007                  3.8856780044436490E-001                 -9.8999999999999986E+001                  1.9418015295674407E-004                  1.0202057383672664E+008                  1.6733384016039672E+008                  1.6395472801503130E+000                  9.9960334227824121E-001                  1.0045052201540929E+000                  3.2113752363481768E-001                  7.1625999999999990E-001                  3.5351118498980619E-035                  2.8326909111243137E-005                  2.6615167309088877E-001                  1.0123652988151935E-008                  1.0000000000000000E-099                  1.0000000000000000E-099                  3.0442743071918679E-003                  9.3379354518779230E-004                  8.4726418716744318E-003                  1.7331250985987584E-003                  3.3761550536941815E-003                  1.7560000000000020E-002                  1.3142808869590253E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0853432121739843E-004                  1.2715834597698984E+003                  2.5462498809451732E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  3.5042633750055656E+003                 -5.0562789562737065E-001                  0.0000000000000000E+000 
                 9.9999999999900002E-001                  9.9999999999900002E-001                  9.9488117401670406E-001                 -6.7523279489761086E+000                  5.7895891254301750E+003                  9.8689283458663368E-001                  6.6332751600833653E+004                  6.6329918104173397E+004                  2.7691528460064335E+004                 -6.4266672732734013E-007                  0.0000000000000000E+000                  1.6328034764459286E-034                  0.0000000000000000E+000                  7.8405938816480502E+005                 -1.9998687192908573E+001                  1.2802965407744546E+000                  1.4362455724229936E-001                  3.8844574809323740E-001                  1.4362455724229936E-001                                        0                                        0                  2.6592443312404875E+007                  3.8850950678412488E-001                 -9.8999999999999986E+001                  1.9458630644493202E-004                  1.0207438286322469E+008                  1.6739041786048120E+008                  1.6392377871466035E+000                  9.9960365737395696E-001                  1.0045246104478533E+000                  3.2875695506098707E-001                  7.1626000000000001E-001                  3.5870415796626746E-035                  2.8326909111243144E-005                  2.6615167309088877E-001                  1.0123652988151935E-008                  1.0000000000000002E-099                  1.0000000000000002E-099                  3.0442743071918683E-003                  9.3379354518779241E-004                  8.4726418716744335E-003                  1.7331250985987586E-003                  3.3761550536941824E-003                  1.7560000000000020E-002                  1.3307460759495514E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0373709175619225E-004                  1.2595777354961817E+003                  2.5474164226391451E+000                 -1.2164303352816679E-013                 -9.8999999999999986E+001                  1.0000000000000000E+000                  3.5040220912627801E+003                 -4.9112144046340561E-001                  0.0000000000000000E+000 
                 9.9999999999790623E-001                  9.9999999999790623E-001                  9.9487824053639562E-001                 -6.7467947935264236E+000                  5.8024360075681134E+003                  9.8689283458663368E-001                  6.7332700803064945E+004                  6.7329842072878193E+004                  2.7691691761772683E+004                 -6.5489491132832134E-007                  0.0000000000000000E+000                  1.6537523247189577E-034                  0.0000000000000000E+000                  7.8484995666703174E+005                 -1.9998074395897387E+001                  1.2802877912720310E+000                  1.4813397731617822E-001                  3.8831226071937797E-001                  1.4813397731617822E-001                                        0                                        0                  2.6651009522685904E+007                  3.8837900440630768E-001                 -9.8999999999999986E+001                  1.9501794688883968E-004                  1.0213316098583110E+008                  1.6745221258100671E+008                  1.6388999757024678E+000                  9.9960406971022220E-001                  1.0045454609585862E+000                  3.3699613146161594E-001                  7.1626000000000001E-001                  3.6404230574439565E-035                  2.8326909111243144E-005                  2.6615167309088877E-001                  1.0123652988151935E-008                  1.0000000000000002E-099                  1.0000000000000002E-099                  3.0442743071918683E-003                  9.3379354518779241E-004                  8.4726418716744335E-003                  1.7331250985987586E-003                  3.3761550536941824E-003                  1.7560000000000020E-002                  1.3478195315344559E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9311977025657237E-004                  1.2330185714970826E+003                  2.5499771663652093E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  9.9999273447185522E-001                  3.5037616972599981E+003                 -4.7543352928827226E-001                  0.0000000000000000E+000 
                 9.9999999999681244E-001                  9.9999999999681244E-001                  9.9487534417622447E-001                 -6.7427190210853878E+000                  5.8122476093185369E+003                  9.8689283458663368E-001                  6.8082684267371995E+004                  6.8079806152260993E+004                  2.7691852998484894E+004                 -6.6288505148310050E-007                  0.0000000000000000E+000                  1.6693552044105957E-034                  0.0000000000000000E+000                  7.8545086116805649E+005                 -1.9997540651041277E+001                  1.2802806085248455E+000                  1.5276057269143642E-001                  3.8820769745924610E-001                  1.5276057269143642E-001                                        0                                        0                  2.6710486869507220E+007                  3.8824255187929002E-001                 -9.8999999999999986E+001                  1.9534707557132571E-004                  1.0217919340809193E+008                  1.6750055776424506E+008                  1.6386354615366672E+000                  9.9960443245452069E-001                  1.0045617668892262E+000                  3.4337533397601572E-001                  7.1626000000000001E-001                  3.6806912037933840E-035                  2.8326909111243144E-005                  2.6615167309088877E-001                  1.0123652988151935E-008                  1.0000000000000002E-099                  1.0000000000000002E-099                  3.0442743071918683E-003                  9.3379354518779241E-004                  8.4726418716744335E-003                  1.7331250985987586E-003                  3.3761550536941824E-003                  1.7560000000000020E-002                  1.3605359859160809E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8227781603386855E-004                  1.2058983355498901E+003                  2.5525717379220363E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  9.9998531588091055E-001                  3.5035048572442906E+003                 -4.5991976052191341E-001                  0.0000000000000000E+000 
                 9.9999999999626554E-001                  9.9999999999626554E-001                  9.9487390951721633E-001                 -6.7400363051487497E+000                  5.8188486506912095E+003                  9.8689283458663368E-001                  6.8582612537794965E+004                  6.8579721325549734E+004                  2.7691932864661070E+004                 -6.6839668333560701E-007                  0.0000000000000000E+000                  1.6797054580602451E-034                  0.0000000000000000E+000                  7.8585497384138370E+005                 -1.9997145411264398E+001                  1.2802756998381630E+000                  1.5512096669806455E-001                  3.8813604180071659E-001                  1.5512096669806455E-001                                        0                                        0                  2.6740651973803222E+007                  3.8817186962998140E-001                 -9.8999999999999986E+001                  1.9556912838455010E-004                  1.0221072034483419E+008                  1.6753369999427855E+008                  1.6384548661724130E+000                  9.9960464069398003E-001                  1.0045731432450005E+000                  3.4771572618758295E-001                  7.1626000000000001E-001                  3.7070523111835919E-035                  2.8326909111243144E-005                  2.6615167309088877E-001                  1.0123652988151935E-008                  1.0000000000000002E-099                  1.0000000000000002E-099                  3.0442743071918683E-003                  9.3379354518779241E-004                  8.4726418716744335E-003                  1.7331250985987584E-003                  3.3761550536941824E-003                  1.7560000000000020E-002                  1.3689715139067559E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7676599735923674E-004                  1.1921113024787644E+003                  2.5538833437158148E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  9.9997986547468587E-001                  3.5033777335722948E+003                 -4.5222409682296794E-001                  0.0000000000000000E+000 
                 9.9999999999571876E-001                  9.9999999999571865E-001                  9.9487248368894554E-001                 -6.7360593186965607E+000                  5.8288417734958866E+003                  9.8689283458663368E-001                  6.9332852181860726E+004                  6.9329941057255477E+004                  2.7692012239580290E+004                 -6.7647303008258709E-007                  0.0000000000000000E+000                  1.6951674055919188E-034                  0.0000000000000000E+000                  7.8646515384737158E+005                 -1.9996484704559698E+001                  1.2802679605430280E+000                  1.5752051370272754E-001                  3.8802547401716042E-001                  1.5752051370272754E-001                                        0                                        0                  2.6771225478769567E+007                  3.8809918587286452E-001                 -9.8999999999999986E+001                  1.9590571723791391E-004                  1.0225938492341620E+008                  1.6758487928217196E+008                  1.6381760974451378E+000                  9.9960502268667184E-001                  1.0045905538271305E+000                  3.5436826043599762E-001                  7.1626000000000001E-001                  3.7464969739730165E-035                  2.8326909111243144E-005                  2.6615167309088877E-001                  1.0123652988151935E-008                  1.0000000000000002E-099                  1.0000000000000002E-099                  3.0442743071918683E-003                  9.3379354518779241E-004                  8.4726418716744335E-003                  1.7331250985987586E-003                  3.3761550536941824E-003                  1.7560000000000020E-002                  1.3815731076076142E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7117731783429966E-004                  1.1781322370972730E+003                  2.5552049811023654E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  9.9997628629840496E-001                  3.5032514573517537E+003                 -4.4456766223943633E-001                  0.0000000000000000E+000 
                 9.9999999999462486E-001                  9.9999999999462486E-001                  9.9486965801474059E-001                 -6.7301159538958872E+000                  5.8443546432580661E+003                  9.8689283458663368E-001                  7.0475657790879675E+004                  7.0472715551688423E+004                  2.7692169544007240E+004                 -6.8746386772856966E-007                  0.0000000000000000E+000                  1.7185401205466611E-034                  0.0000000000000000E+000                  7.8740613391783426E+005                 -1.9995290078786159E+001                  1.2802554772759003E+000                  1.6242582966062649E-001                  3.8784865594762097E-001                  1.6242582966062649E-001                                        0                                        0                  2.6833242651508830E+007                  3.8794811611173696E-001                 -9.8999999999999986E+001                  1.9642707535279681E-004                  1.0233722083649553E+008                  1.6766677073189449E+008                  1.6377307193703765E+000                  9.9960557588272902E-001                  1.0046187659269292E+000                  3.6486442506213640E-001                  7.1626000000000001E-001                  3.8064953274072581E-035                  2.8326909111243140E-005                  2.6615167309088877E-001                  1.0123652988151937E-008                  1.0000000000000002E-099                  1.0000000000000002E-099                  3.0442743071918688E-003                  9.3379354518779230E-004                  8.4726418716744318E-003                  1.7331250985987586E-003                  3.3761550536941815E-003                  1.7560000000000020E-002                  1.4006220312274901E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5979606253799675E-004                  1.1496647389459695E+003                  2.5578727953178215E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  9.9997099788533006E-001                  3.5030014001529657E+003                 -4.2936764282703083E-001                  0.0000000000000000E+000 
                 9.9999999999321865E-001                  9.9999999999321865E-001                  9.9486607436142138E-001                 -6.7235936391029814E+000                  5.8622315657317813E+003                  9.8689283458663368E-001                  7.1761480667142649E+004                  7.1758502263131522E+004                  2.7692369046829233E+004                 -7.0050945112372079E-007                  0.0000000000000000E+000                  1.7445607580176410E-034                  0.0000000000000000E+000                  7.8848437549063982E+005                 -1.9993627713964916E+001                  1.2802406203723034E+000                  1.6893048078152234E-001                  3.8763673995180092E-001                  1.6893048078152234E-001                                        0                                        0                  2.6914534294191066E+007                  3.8774269794971095E-001                 -9.8999999999999986E+001                  1.9702809564222659E-004                  1.0243065792088379E+008                  1.6776510294442648E+008                  1.6371978043609103E+000                  9.9960625355195643E-001                  1.0046531067424060E+000                  3.7722544561795629E-001                  7.1626000000000001E-001                  3.8727468907199971E-035                  2.8326909111243140E-005                  2.6615167309088877E-001                  1.0123652988151937E-008                  1.0000000000000002E-099                  1.0000000000000002E-099                  3.0442743071918688E-003                  9.3379354518779230E-004                  8.4726418716744318E-003                  1.7331250985987586E-003                  3.3761550536941815E-003                  1.7560000000000020E-002                  1.4218290299302256E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4478703215228011E-004                  1.1121244459697764E+003                  2.5613551036590514E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  9.9996312222080552E-001                  3.5026846448052866E+003                 -4.1003078219680250E-001                  0.0000000000000000E+000 
                 9.9999999999181244E-001                  9.9999999999181244E-001                  9.9486254410069896E-001                 -6.7172394950181102E+000                  5.8805485475504647E+003                  9.8689283458663368E-001                  7.3047323741971486E+004                  7.3044307938142170E+004                  2.7692565579380218E+004                 -7.1205978807945482E-007                  0.0000000000000000E+000                  1.7702894294793652E-034                  0.0000000000000000E+000                  7.8958165775210818E+005                 -1.9991552844642573E+001                  1.2802247868641889E+000                  1.7567255270402210E-001                  3.8741031740571680E-001                  1.7567255270402210E-001                                        0                                        0                  2.6997785501970295E+007                  3.8752352867875883E-001                 -9.8999999999999986E+001                  1.9764409871275847E-004                  1.0253062832019076E+008                  1.6787043827844647E+008                  1.6366292088671437E+000                  9.9960694843222642E-001                  1.0046906785258192E+000                  3.9019449602582673E-001                  7.1626000000000001E-001                  3.9386569317420414E-035                  2.8326909111243140E-005                  2.6615167309088877E-001                  1.0123652988151937E-008                  1.0000000000000002E-099                  1.0000000000000002E-099                  3.0442743071918688E-003                  9.3379354518779230E-004                  8.4726418716744318E-003                  1.7331250985987586E-003                  3.3761550536941815E-003                  1.7560000000000020E-002                  1.4427980743250757E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2932689301472993E-004                  1.0734572182114462E+003                  2.5649001672270280E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  9.9995452459512701E-001                  3.5023730354780864E+003                 -3.9090462157218869E-001                  0.0000000000000000E+000 
